2024-05-23 06:33:29 
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 ******* перезапуск программы *******
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 
2024-05-23 18:25:36 ev_map = 0
2024-05-23 18:25:36 pos_stan = Point(x=380, y=570), stan[1] = img/tonelli/k_Communist.png
2024-05-23 18:25:36 touring.poisk
2024-05-23 18:25:37 point_poisk = Point(x=380, y=571), confidence_poisk = 0.98
2024-05-23 18:25:37 fun.move_to_click
2024-05-23 18:25:39 touring.tunnel_events
2024-05-23 18:25:40 id_st = None
2024-05-23 18:25:40 info = Point(x=125, y=158)
2024-05-23 18:25:41 skip_battle = None
2024-05-23 18:25:41 id_st = None
2024-05-23 18:25:41 skip_battle = None
2024-05-23 18:25:41 id_st = None
2024-05-23 18:25:42 skip_battle = None
2024-05-23 18:25:42 id_st = None
2024-05-23 18:25:42 skip_battle = None
2024-05-23 18:25:42 id_st = None
2024-05-23 18:25:43 skip_battle = None
2024-05-23 18:25:43 id_st = None
2024-05-23 18:25:43 skip_battle = None
2024-05-23 18:25:43 id_st = None
2024-05-23 18:25:44 skip_battle = None
2024-05-23 18:25:44 id_st = None
2024-05-23 18:25:44 skip_battle = None
2024-05-23 18:25:44 id_st = None
2024-05-23 18:25:45 skip_battle = None
2024-05-23 18:25:45 id_st = None
2024-05-23 18:25:45 skip_battle = None
2024-05-23 18:25:45 id_st = None
2024-05-23 18:25:46 skip_battle = None
2024-05-23 18:25:46 id_st = None
2024-05-23 18:25:46 skip_battle = None
2024-05-23 18:25:46 id_st = None
2024-05-23 18:25:47 skip_battle = None
2024-05-23 18:25:47 id_st = None
2024-05-23 18:25:47 skip_battle = None
2024-05-23 18:25:47 id_st = None
2024-05-23 18:25:48 skip_battle = None
2024-05-23 18:25:48 id_st = None
2024-05-23 18:25:48 skip_battle = None
2024-05-23 18:25:48 id_st = None
2024-05-23 18:25:49 skip_battle = None
2024-05-23 18:25:49 id_st = None
2024-05-23 18:25:50 skip_battle = None
2024-05-23 18:25:51 id_st = None
2024-05-23 18:25:51 skip_battle = Point(x=433, y=114)
2024-05-23 18:25:51 raptor = Point(x=807, y=150)
2024-05-23 18:25:51 arachne = None
2024-05-23 18:25:51 krysa = None
2024-05-23 18:25:51 kiki = None
2024-05-23 18:25:51 station_master.enemy_battle
2024-05-23 18:25:51  поиск battle_end, skip_battle, dog
2024-05-23 18:25:52 dog = Point(x=80, y=619)
2024-05-23 18:25:52 нажал на собаку
2024-05-23 18:25:52 fun.move_to_click
2024-05-23 18:25:55 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:56 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:25:57 skip_battle = Point(x=432, y=115)
2024-05-23 18:25:57 fun.move_to_click
2024-05-23 18:26:00 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:02 нажать закрыть в конце боя
2024-05-23 18:26:02 fun.push_close_all_
2024-05-23 18:26:02 fun.close_popup_window
2024-05-23 18:26:02 fun.push_close
2024-05-23 18:26:03 fun.move_to_click
2024-05-23 18:26:06 skip_battle1_end_ver = None
2024-05-23 18:26:06 выход из 'enemy_battle
2024-05-23 18:26:06 id_st = None
2024-05-23 18:26:06 skip_battle = None
2024-05-23 18:26:06 id_st = None
2024-05-23 18:26:07 skip_battle = None
2024-05-23 18:26:07 id_st = None
2024-05-23 18:26:07 skip_battle = None
2024-05-23 18:26:07 id_st = None
2024-05-23 18:26:08 skip_battle = None
2024-05-23 18:26:08 id_st = None
2024-05-23 18:26:08 skip_battle = None
2024-05-23 18:26:08 id_st = None
2024-05-23 18:26:09 skip_battle = None
2024-05-23 18:26:09 id_st = None
2024-05-23 18:26:09 skip_battle = None
2024-05-23 18:26:09 id_st = None
2024-05-23 18:26:10 skip_battle = None
2024-05-23 18:26:10 id_st = None
2024-05-23 18:26:10 skip_battle = None
2024-05-23 18:26:10 id_st = None
2024-05-23 18:26:10 skip_battle = None
2024-05-23 18:26:11 id_st = None
2024-05-23 18:26:11 skip_battle = None
2024-05-23 18:26:11 id_st = None
2024-05-23 18:26:11 skip_battle = None
2024-05-23 18:26:12 id_st = None
2024-05-23 18:26:12 skip_battle = None
2024-05-23 18:26:12 id_st = None
2024-05-23 18:26:12 skip_battle = None
2024-05-23 18:26:12 id_st = None
2024-05-23 18:26:13 skip_battle = None
2024-05-23 18:26:13 id_st = None
2024-05-23 18:26:13 skip_battle = None
2024-05-23 18:26:13 id_st = None
2024-05-23 18:26:14 skip_battle = None
2024-05-23 18:26:14 id_st = None
2024-05-23 18:26:14 skip_battle = None
2024-05-23 18:26:14 id_st = None
2024-05-23 18:26:15 skip_battle = None
2024-05-23 18:26:15 id_st = None
2024-05-23 18:26:15 skip_battle = None
2024-05-23 18:26:15 id_st = None
2024-05-23 18:26:15 skip_battle = None
2024-05-23 18:26:16 id_st = Point(x=426, y=686)
2024-05-23 18:26:16 ст. Коммунистическая
2024-05-23 18:26:17 touring.event_gifts
2024-05-23 18:26:18 pos_gift = None
2024-05-23 18:26:18 pos_gift = None
2024-05-23 18:26:18 touring.traffic_on_the_map
2024-05-23 18:26:18 touring.to_map
2024-05-23 18:26:19 turgenev_st = None
2024-05-23 18:26:24 ev_map = 0
2024-05-23 18:26:24 pos_stan = Point(x=360, y=628), stan[1] = img/tonelli/k_Univer.png
2024-05-23 18:26:24 touring.poisk
2024-05-23 18:26:25 point_poisk = Point(x=360, y=629), confidence_poisk = 0.99
2024-05-23 18:26:25 fun.move_to_click
2024-05-23 18:26:28 touring.tunnel_events
2024-05-23 18:26:29 id_st = None
2024-05-23 18:26:29 info = Point(x=125, y=158)
2024-05-23 18:26:29 skip_battle = None
2024-05-23 18:26:29 id_st = None
2024-05-23 18:26:30 skip_battle = None
2024-05-23 18:26:30 id_st = None
2024-05-23 18:26:30 skip_battle = None
2024-05-23 18:26:30 id_st = None
2024-05-23 18:26:30 skip_battle = None
2024-05-23 18:26:31 id_st = None
2024-05-23 18:26:31 skip_battle = None
2024-05-23 18:26:31 id_st = None
2024-05-23 18:26:31 skip_battle = None
2024-05-23 18:26:31 id_st = None
2024-05-23 18:26:32 skip_battle = None
2024-05-23 18:26:32 id_st = None
2024-05-23 18:26:32 skip_battle = None
2024-05-23 18:26:32 id_st = None
2024-05-23 18:26:33 skip_battle = None
2024-05-23 18:26:33 id_st = None
2024-05-23 18:26:33 skip_battle = None
2024-05-23 18:26:33 id_st = None
2024-05-23 18:26:34 skip_battle = None
2024-05-23 18:26:34 id_st = None
2024-05-23 18:26:34 skip_battle = None
2024-05-23 18:26:34 id_st = None
2024-05-23 18:26:35 skip_battle = None
2024-05-23 18:26:35 id_st = None
2024-05-23 18:26:35 skip_battle = None
2024-05-23 18:26:35 id_st = None
2024-05-23 18:26:36 skip_battle = None
2024-05-23 18:26:36 id_st = None
2024-05-23 18:26:36 skip_battle = None
2024-05-23 18:26:36 id_st = None
2024-05-23 18:26:36 skip_battle = None
2024-05-23 18:26:37 id_st = None
2024-05-23 18:26:37 skip_battle = None
2024-05-23 18:26:37 id_st = None
2024-05-23 18:26:37 skip_battle = None
2024-05-23 18:26:38 id_st = None
2024-05-23 18:26:38 skip_battle = None
2024-05-23 18:26:38 id_st = None
2024-05-23 18:26:38 skip_battle = Point(x=433, y=114)
2024-05-23 18:26:39 raptor = Point(x=807, y=150)
2024-05-23 18:26:39 arachne = None
2024-05-23 18:26:39 krysa = None
2024-05-23 18:26:39 kiki = None
2024-05-23 18:26:39 station_master.enemy_battle
2024-05-23 18:26:39  поиск battle_end, skip_battle, dog
2024-05-23 18:26:39 dog = Point(x=80, y=619)
2024-05-23 18:26:39 нажал на собаку
2024-05-23 18:26:39 fun.move_to_click
2024-05-23 18:26:42 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:44 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:44 skip_battle = Point(x=432, y=115)
2024-05-23 18:26:44 fun.move_to_click
2024-05-23 18:26:47 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:49 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:26:49 нажать закрыть в конце боя
2024-05-23 18:26:49 fun.push_close_all_
2024-05-23 18:26:50 fun.close_popup_window
2024-05-23 18:26:50 fun.push_close
2024-05-23 18:26:50 fun.move_to_click
2024-05-23 18:26:53 skip_battle1_end_ver = None
2024-05-23 18:26:53 выход из 'enemy_battle
2024-05-23 18:26:53 id_st = None
2024-05-23 18:26:54 skip_battle = None
2024-05-23 18:26:54 id_st = None
2024-05-23 18:26:54 skip_battle = None
2024-05-23 18:26:54 id_st = None
2024-05-23 18:26:55 skip_battle = None
2024-05-23 18:26:55 id_st = None
2024-05-23 18:26:55 skip_battle = None
2024-05-23 18:26:55 id_st = None
2024-05-23 18:26:56 skip_battle = None
2024-05-23 18:26:56 id_st = None
2024-05-23 18:26:56 skip_battle = None
2024-05-23 18:26:56 id_st = None
2024-05-23 18:26:57 skip_battle = None
2024-05-23 18:26:57 id_st = None
2024-05-23 18:26:57 skip_battle = None
2024-05-23 18:26:57 id_st = None
2024-05-23 18:26:58 skip_battle = None
2024-05-23 18:26:58 id_st = None
2024-05-23 18:26:58 skip_battle = None
2024-05-23 18:26:58 id_st = None
2024-05-23 18:26:58 skip_battle = None
2024-05-23 18:26:59 id_st = None
2024-05-23 18:26:59 skip_battle = None
2024-05-23 18:26:59 id_st = None
2024-05-23 18:26:59 skip_battle = None
2024-05-23 18:26:59 id_st = None
2024-05-23 18:27:00 skip_battle = None
2024-05-23 18:27:00 id_st = None
2024-05-23 18:27:00 skip_battle = None
2024-05-23 18:27:00 id_st = None
2024-05-23 18:27:01 skip_battle = None
2024-05-23 18:27:01 id_st = None
2024-05-23 18:27:01 skip_battle = None
2024-05-23 18:27:01 id_st = None
2024-05-23 18:27:02 skip_battle = None
2024-05-23 18:27:02 id_st = None
2024-05-23 18:27:02 skip_battle = None
2024-05-23 18:27:02 id_st = None
2024-05-23 18:27:03 skip_battle = None
2024-05-23 18:27:03 id_st = None
2024-05-23 18:27:03 skip_battle = None
2024-05-23 18:27:03 post = Point(x=372, y=178)
2024-05-23 18:27:04 entry = Point(x=302, y=507)
2024-05-23 18:27:04 fun.move_to_click
2024-05-23 18:27:07 id_st = Point(x=432, y=684)
2024-05-23 18:27:07 ст. Унивепситет
2024-05-23 18:27:08 touring.event_gifts
2024-05-23 18:27:09 pos_gift = None
2024-05-23 18:27:10 pos_gift = None
2024-05-23 18:27:10 touring.traffic_on_the_map
2024-05-23 18:27:10 touring.to_map
2024-05-23 18:27:11 turgenev_st = None
2024-05-23 18:27:16 ev_map = 0
2024-05-23 18:27:16 pos_stan = Point(x=410, y=688), stan[1] = img/tonelli/k_Pr-kt_Vernadskogo.png
2024-05-23 18:27:16 touring.poisk
2024-05-23 18:27:17 point_poisk = Point(x=410, y=689), confidence_poisk = 0.99
2024-05-23 18:27:17 fun.move_to_click
2024-05-23 18:27:19 touring.tunnel_events
2024-05-23 18:27:20 id_st = None
2024-05-23 18:27:20 info = Point(x=125, y=158)
2024-05-23 18:27:21 skip_battle = None
2024-05-23 18:27:21 id_st = None
2024-05-23 18:27:21 skip_battle = None
2024-05-23 18:27:21 id_st = None
2024-05-23 18:27:22 skip_battle = None
2024-05-23 18:27:22 id_st = None
2024-05-23 18:27:22 skip_battle = None
2024-05-23 18:27:22 id_st = None
2024-05-23 18:27:23 skip_battle = None
2024-05-23 18:27:23 id_st = None
2024-05-23 18:27:23 skip_battle = None
2024-05-23 18:27:23 id_st = None
2024-05-23 18:27:24 skip_battle = None
2024-05-23 18:27:24 id_st = None
2024-05-23 18:27:24 skip_battle = None
2024-05-23 18:27:24 id_st = None
2024-05-23 18:27:24 skip_battle = None
2024-05-23 18:27:25 id_st = None
2024-05-23 18:27:25 skip_battle = None
2024-05-23 18:27:25 id_st = None
2024-05-23 18:27:25 skip_battle = None
2024-05-23 18:27:25 id_st = None
2024-05-23 18:27:26 skip_battle = None
2024-05-23 18:27:26 id_st = None
2024-05-23 18:27:26 skip_battle = None
2024-05-23 18:27:26 id_st = None
2024-05-23 18:27:27 skip_battle = None
2024-05-23 18:27:27 id_st = None
2024-05-23 18:27:27 skip_battle = None
2024-05-23 18:27:27 id_st = None
2024-05-23 18:27:28 skip_battle = None
2024-05-23 18:27:28 id_st = None
2024-05-23 18:27:28 skip_battle = None
2024-05-23 18:27:28 id_st = None
2024-05-23 18:27:29 skip_battle = None
2024-05-23 18:27:29 id_st = None
2024-05-23 18:27:29 skip_battle = None
2024-05-23 18:27:29 id_st = None
2024-05-23 18:27:30 skip_battle = None
2024-05-23 18:27:30 id_st = None
2024-05-23 18:27:30 skip_battle = Point(x=433, y=114)
2024-05-23 18:27:30 raptor = Point(x=807, y=150)
2024-05-23 18:27:30 arachne = None
2024-05-23 18:27:30 krysa = None
2024-05-23 18:27:30 kiki = None
2024-05-23 18:27:30 station_master.enemy_battle
2024-05-23 18:27:30  поиск battle_end, skip_battle, dog
2024-05-23 18:27:31 dog = Point(x=80, y=619)
2024-05-23 18:27:31 нажал на собаку
2024-05-23 18:27:31 fun.move_to_click
2024-05-23 18:27:34 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:27:35 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:27:36 skip_battle = Point(x=432, y=115)
2024-05-23 18:27:36 fun.move_to_click
2024-05-23 18:27:39 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:27:40 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:27:41 нажать закрыть в конце боя
2024-05-23 18:27:41 fun.push_close_all_
2024-05-23 18:27:41 fun.close_popup_window
2024-05-23 18:27:41 fun.push_close
2024-05-23 18:27:42 fun.move_to_click
2024-05-23 18:27:45 skip_battle1_end_ver = None
2024-05-23 18:27:45 выход из 'enemy_battle
2024-05-23 18:27:45 id_st = None
2024-05-23 18:27:45 skip_battle = None
2024-05-23 18:27:45 id_st = None
2024-05-23 18:27:46 skip_battle = None
2024-05-23 18:27:46 id_st = None
2024-05-23 18:27:46 skip_battle = None
2024-05-23 18:27:46 id_st = None
2024-05-23 18:27:47 skip_battle = None
2024-05-23 18:27:47 id_st = None
2024-05-23 18:27:47 skip_battle = None
2024-05-23 18:27:47 id_st = None
2024-05-23 18:27:48 skip_battle = None
2024-05-23 18:27:48 id_st = None
2024-05-23 18:27:48 skip_battle = None
2024-05-23 18:27:48 id_st = None
2024-05-23 18:27:49 skip_battle = None
2024-05-23 18:27:49 id_st = None
2024-05-23 18:27:49 skip_battle = None
2024-05-23 18:27:49 id_st = None
2024-05-23 18:27:49 skip_battle = None
2024-05-23 18:27:50 id_st = None
2024-05-23 18:27:50 skip_battle = None
2024-05-23 18:27:50 id_st = None
2024-05-23 18:27:50 skip_battle = None
2024-05-23 18:27:51 id_st = None
2024-05-23 18:27:51 skip_battle = None
2024-05-23 18:27:51 id_st = None
2024-05-23 18:27:51 skip_battle = None
2024-05-23 18:27:51 id_st = None
2024-05-23 18:27:52 skip_battle = None
2024-05-23 18:27:52 id_st = None
2024-05-23 18:27:52 skip_battle = None
2024-05-23 18:27:52 id_st = None
2024-05-23 18:27:53 skip_battle = None
2024-05-23 18:27:53 id_st = None
2024-05-23 18:27:53 skip_battle = None
2024-05-23 18:27:53 id_st = None
2024-05-23 18:27:54 skip_battle = None
2024-05-23 18:27:54 id_st = None
2024-05-23 18:27:54 skip_battle = None
2024-05-23 18:27:54 id_st = None
2024-05-23 18:27:55 skip_battle = None
2024-05-23 18:27:55 id_st = Point(x=432, y=685)
2024-05-23 18:27:55 ст. Пр-кт Вернадского
2024-05-23 18:27:56 touring.event_gifts
2024-05-23 18:27:57 pos_gift = None
2024-05-23 18:27:57 pos_gift = None
2024-05-23 18:27:57 touring.traffic_on_the_map
2024-05-23 18:27:57 touring.to_map
2024-05-23 18:27:58 turgenev_st = None
2024-05-23 18:28:03 ev_map = 0
2024-05-23 18:28:03 pos_stan = Point(x=360, y=628), stan[1] = img/tonelli/k_Univer.png
2024-05-23 18:28:03 touring.poisk
2024-05-23 18:28:04 point_poisk = Point(x=360, y=629), confidence_poisk = 0.99
2024-05-23 18:28:04 fun.move_to_click
2024-05-23 18:28:07 touring.tunnel_events
2024-05-23 18:28:08 id_st = None
2024-05-23 18:28:08 info = Point(x=125, y=158)
2024-05-23 18:28:08 skip_battle = None
2024-05-23 18:28:08 id_st = None
2024-05-23 18:28:09 skip_battle = None
2024-05-23 18:28:09 id_st = None
2024-05-23 18:28:09 skip_battle = None
2024-05-23 18:28:09 id_st = None
2024-05-23 18:28:10 skip_battle = None
2024-05-23 18:28:10 id_st = None
2024-05-23 18:28:10 skip_battle = None
2024-05-23 18:28:10 id_st = None
2024-05-23 18:28:10 skip_battle = None
2024-05-23 18:28:11 id_st = None
2024-05-23 18:28:11 skip_battle = None
2024-05-23 18:28:11 id_st = None
2024-05-23 18:28:11 skip_battle = None
2024-05-23 18:28:12 id_st = None
2024-05-23 18:28:12 skip_battle = None
2024-05-23 18:28:12 id_st = None
2024-05-23 18:28:12 skip_battle = None
2024-05-23 18:28:12 id_st = None
2024-05-23 18:28:13 skip_battle = None
2024-05-23 18:28:13 id_st = None
2024-05-23 18:28:13 skip_battle = None
2024-05-23 18:28:13 id_st = None
2024-05-23 18:28:14 skip_battle = None
2024-05-23 18:28:14 id_st = None
2024-05-23 18:28:14 skip_battle = None
2024-05-23 18:28:14 id_st = None
2024-05-23 18:28:15 skip_battle = None
2024-05-23 18:28:15 id_st = None
2024-05-23 18:28:15 skip_battle = None
2024-05-23 18:28:15 id_st = None
2024-05-23 18:28:16 skip_battle = None
2024-05-23 18:28:16 id_st = None
2024-05-23 18:28:16 skip_battle = None
2024-05-23 18:28:16 id_st = None
2024-05-23 18:28:17 skip_battle = None
2024-05-23 18:28:17 id_st = None
2024-05-23 18:28:17 skip_battle = None
2024-05-23 18:28:17 id_st = None
2024-05-23 18:28:17 skip_battle = Point(x=433, y=114)
2024-05-23 18:28:18 raptor = Point(x=807, y=150)
2024-05-23 18:28:18 arachne = None
2024-05-23 18:28:18 krysa = None
2024-05-23 18:28:18 kiki = None
2024-05-23 18:28:18 station_master.enemy_battle
2024-05-23 18:28:18  поиск battle_end, skip_battle, dog
2024-05-23 18:28:18 dog = Point(x=80, y=619)
2024-05-23 18:28:18 нажал на собаку
2024-05-23 18:28:18 fun.move_to_click
2024-05-23 18:28:21 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:28:23 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:28:23 skip_battle = Point(x=432, y=115)
2024-05-23 18:28:23 fun.move_to_click
2024-05-23 18:28:26 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:28:28 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:28:28 нажать закрыть в конце боя
2024-05-23 18:28:28 fun.push_close_all_
2024-05-23 18:28:29 fun.close_popup_window
2024-05-23 18:28:29 fun.push_close
2024-05-23 18:28:29 fun.move_to_click
2024-05-23 18:28:32 skip_battle1_end_ver = None
2024-05-23 18:28:32 выход из 'enemy_battle
2024-05-23 18:28:32 id_st = None
2024-05-23 18:28:33 skip_battle = None
2024-05-23 18:28:33 id_st = None
2024-05-23 18:28:33 skip_battle = None
2024-05-23 18:28:33 id_st = None
2024-05-23 18:28:34 skip_battle = None
2024-05-23 18:28:34 id_st = None
2024-05-23 18:28:34 skip_battle = None
2024-05-23 18:28:34 id_st = None
2024-05-23 18:28:35 skip_battle = None
2024-05-23 18:28:35 id_st = None
2024-05-23 18:28:35 skip_battle = None
2024-05-23 18:28:35 id_st = None
2024-05-23 18:28:36 skip_battle = None
2024-05-23 18:28:36 id_st = None
2024-05-23 18:28:36 skip_battle = None
2024-05-23 18:28:36 id_st = None
2024-05-23 18:28:37 skip_battle = None
2024-05-23 18:28:37 id_st = None
2024-05-23 18:28:37 skip_battle = None
2024-05-23 18:28:37 id_st = None
2024-05-23 18:28:37 skip_battle = None
2024-05-23 18:28:38 id_st = None
2024-05-23 18:28:38 skip_battle = None
2024-05-23 18:28:38 id_st = None
2024-05-23 18:28:38 skip_battle = None
2024-05-23 18:28:39 id_st = None
2024-05-23 18:28:39 skip_battle = None
2024-05-23 18:28:39 id_st = None
2024-05-23 18:28:39 skip_battle = None
2024-05-23 18:28:39 id_st = None
2024-05-23 18:28:40 skip_battle = None
2024-05-23 18:28:40 id_st = None
2024-05-23 18:28:40 skip_battle = None
2024-05-23 18:28:40 id_st = None
2024-05-23 18:28:41 skip_battle = None
2024-05-23 18:28:41 id_st = None
2024-05-23 18:28:41 skip_battle = None
2024-05-23 18:28:41 id_st = None
2024-05-23 18:28:42 skip_battle = None
2024-05-23 18:28:42 id_st = None
2024-05-23 18:28:42 skip_battle = None
2024-05-23 18:28:42 id_st = Point(x=432, y=684)
2024-05-23 18:28:42 ст. Унивепситет
2024-05-23 18:28:43 touring.event_gifts
2024-05-23 18:28:44 pos_gift = None
2024-05-23 18:28:44 pos_gift = None
2024-05-23 18:28:44 touring.traffic_on_the_map
2024-05-23 18:28:45 touring.to_map
2024-05-23 18:28:46 turgenev_st = None
2024-05-23 18:28:51 ev_map = 0
2024-05-23 18:28:51 pos_stan = Point(x=380, y=570), stan[1] = img/tonelli/k_Communist.png
2024-05-23 18:28:51 touring.poisk
2024-05-23 18:28:52 point_poisk = Point(x=380, y=571), confidence_poisk = 0.97
2024-05-23 18:28:52 fun.move_to_click
2024-05-23 18:28:54 touring.tunnel_events
2024-05-23 18:28:55 id_st = None
2024-05-23 18:28:56 info = Point(x=125, y=158)
2024-05-23 18:28:56 skip_battle = None
2024-05-23 18:28:56 id_st = None
2024-05-23 18:28:56 skip_battle = None
2024-05-23 18:28:56 id_st = None
2024-05-23 18:28:57 skip_battle = None
2024-05-23 18:28:57 id_st = None
2024-05-23 18:28:57 skip_battle = None
2024-05-23 18:28:57 id_st = None
2024-05-23 18:28:58 skip_battle = None
2024-05-23 18:28:59 id_st = None
2024-05-23 18:29:00 skip_battle = None
2024-05-23 18:29:00 id_st = None
2024-05-23 18:29:01 skip_battle = None
2024-05-23 18:29:01 id_st = None
2024-05-23 18:29:01 skip_battle = None
2024-05-23 18:29:01 id_st = None
2024-05-23 18:29:02 skip_battle = None
2024-05-23 18:29:02 id_st = None
2024-05-23 18:29:02 skip_battle = None
2024-05-23 18:29:02 id_st = None
2024-05-23 18:29:02 skip_battle = None
2024-05-23 18:29:03 id_st = None
2024-05-23 18:29:03 skip_battle = None
2024-05-23 18:29:03 id_st = None
2024-05-23 18:29:03 skip_battle = None
2024-05-23 18:29:04 id_st = None
2024-05-23 18:29:04 skip_battle = None
2024-05-23 18:29:04 id_st = None
2024-05-23 18:29:04 skip_battle = None
2024-05-23 18:29:04 id_st = None
2024-05-23 18:29:05 skip_battle = None
2024-05-23 18:29:05 id_st = None
2024-05-23 18:29:05 skip_battle = Point(x=433, y=114)
2024-05-23 18:29:05 raptor = Point(x=807, y=150)
2024-05-23 18:29:05 arachne = None
2024-05-23 18:29:06 krysa = None
2024-05-23 18:29:06 kiki = None
2024-05-23 18:29:06 station_master.enemy_battle
2024-05-23 18:29:06  поиск battle_end, skip_battle, dog
2024-05-23 18:29:06 dog = Point(x=80, y=619)
2024-05-23 18:29:06 нажал на собаку
2024-05-23 18:29:06 fun.move_to_click
2024-05-23 18:29:09 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:29:10 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:29:11 skip_battle = Point(x=432, y=115)
2024-05-23 18:29:11 fun.move_to_click
2024-05-23 18:29:14 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:29:16 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:29:16 нажать закрыть в конце боя
2024-05-23 18:29:16 fun.push_close_all_
2024-05-23 18:29:16 fun.close_popup_window
2024-05-23 18:29:17 fun.push_close
2024-05-23 18:29:17 fun.move_to_click
2024-05-23 18:29:20 skip_battle1_end_ver = None
2024-05-23 18:29:20 выход из 'enemy_battle
2024-05-23 18:29:20 id_st = None
2024-05-23 18:29:21 skip_battle = None
2024-05-23 18:29:21 id_st = None
2024-05-23 18:29:21 skip_battle = None
2024-05-23 18:29:21 id_st = None
2024-05-23 18:29:22 skip_battle = None
2024-05-23 18:29:22 id_st = None
2024-05-23 18:29:22 skip_battle = None
2024-05-23 18:29:22 id_st = None
2024-05-23 18:29:23 skip_battle = None
2024-05-23 18:29:23 id_st = None
2024-05-23 18:29:23 skip_battle = None
2024-05-23 18:29:23 id_st = None
2024-05-23 18:29:23 skip_battle = None
2024-05-23 18:29:24 id_st = None
2024-05-23 18:29:24 skip_battle = None
2024-05-23 18:29:24 id_st = None
2024-05-23 18:29:24 skip_battle = None
2024-05-23 18:29:24 id_st = None
2024-05-23 18:29:25 skip_battle = None
2024-05-23 18:29:25 id_st = None
2024-05-23 18:29:25 skip_battle = None
2024-05-23 18:29:25 id_st = None
2024-05-23 18:29:26 skip_battle = None
2024-05-23 18:29:26 id_st = None
2024-05-23 18:29:26 skip_battle = None
2024-05-23 18:29:26 id_st = None
2024-05-23 18:29:27 skip_battle = None
2024-05-23 18:29:27 id_st = None
2024-05-23 18:29:27 skip_battle = None
2024-05-23 18:29:27 id_st = None
2024-05-23 18:29:28 skip_battle = None
2024-05-23 18:29:28 id_st = None
2024-05-23 18:29:28 skip_battle = None
2024-05-23 18:29:28 id_st = None
2024-05-23 18:29:28 skip_battle = None
2024-05-23 18:29:29 id_st = None
2024-05-23 18:29:29 skip_battle = None
2024-05-23 18:29:29 id_st = None
2024-05-23 18:29:29 skip_battle = None
2024-05-23 18:29:30 id_st = None
2024-05-23 18:29:30 skip_battle = None
2024-05-23 18:29:30 post = Point(x=372, y=178)
2024-05-23 18:29:31 entry = Point(x=302, y=507)
2024-05-23 18:29:31 fun.move_to_click
2024-05-23 18:29:34 id_st = Point(x=426, y=686)
2024-05-23 18:29:34 ст. Коммунистическая
2024-05-23 18:29:35 touring.event_gifts
2024-05-23 18:29:36 pos_gift = None
2024-05-23 18:29:36 pos_gift = None
2024-05-23 18:29:36 touring.traffic_on_the_map
2024-05-23 18:29:36 touring.to_map
2024-05-23 18:29:37 turgenev_st = None
2024-05-23 18:29:42 ev_map = 0
2024-05-23 18:29:42 pos_stan = Point(x=361, y=509), stan[1] = img/tonelli/k_Frunze.png
2024-05-23 18:29:42 touring.poisk
2024-05-23 18:29:44 point_poisk = Point(x=361, y=510), confidence_poisk = 0.97
2024-05-23 18:29:44 fun.move_to_click
2024-05-23 18:29:46 touring.tunnel_events
2024-05-23 18:29:47 id_st = None
2024-05-23 18:29:47 info = Point(x=125, y=158)
2024-05-23 18:29:47 skip_battle = None
2024-05-23 18:29:48 id_st = None
2024-05-23 18:29:48 skip_battle = None
2024-05-23 18:29:48 id_st = None
2024-05-23 18:29:48 skip_battle = None
2024-05-23 18:29:48 id_st = None
2024-05-23 18:29:49 skip_battle = None
2024-05-23 18:29:49 id_st = None
2024-05-23 18:29:49 skip_battle = None
2024-05-23 18:29:49 id_st = None
2024-05-23 18:29:50 skip_battle = None
2024-05-23 18:29:51 id_st = None
2024-05-23 18:29:52 skip_battle = None
2024-05-23 18:29:52 id_st = None
2024-05-23 18:29:52 skip_battle = None
2024-05-23 18:29:52 id_st = None
2024-05-23 18:29:53 skip_battle = None
2024-05-23 18:29:53 id_st = None
2024-05-23 18:29:53 skip_battle = None
2024-05-23 18:29:53 id_st = None
2024-05-23 18:29:54 skip_battle = None
2024-05-23 18:29:54 id_st = None
2024-05-23 18:29:54 skip_battle = None
2024-05-23 18:29:54 id_st = None
2024-05-23 18:29:55 skip_battle = None
2024-05-23 18:29:55 id_st = None
